$LINK:NO	NAME	LINKBEHAVTYPE	DISPLAYTYPE	LEVEL	LENGTH2D	WKTLOCWGS84	WKTPOLYLINEWGS84
231	Hopkins Rd	1	1	1	48.536	POINT(144.7009459048 -37.7421637947)	LINESTRING(144.7009128790 -37.7423804577,144.7009789306 -37.7419471310)
232	Hopkins Rd	1	1	1	74.693	POINT(144.7011272109 -37.7415979201)	LINESTRING(144.7011920331 -37.7412656627,144.7011343725 -37.7416605040,144.7010620828 -37.7419287008)
233	Hopkins Rd	1	1	1	8.684	POINT(144.7010072417 -37.7418120315)	LINESTRING(144.7010026176 -37.7418509052,144.7010118657 -37.7417731579)
240	Western Fwy  Deer Park Byp	2	2	1	50.694	POINT(144.7425571502 -37.7659756660)	LINESTRING(144.7427159504 -37.7661658279,144.7423983501 -37.7657855036)
243	Ferris Rd  Melton Hwy	2	2	1	93.321	POINT(144.6036452294 -37.6967093438)	LINESTRING(144.6035620997 -37.6971236493,144.6036531015 -37.6966992144,144.6037282205 -37.6962943428)
244	Ferris Rd  Melton Hwy	1	1	1	25.018	POINT(144.6036799984 -37.6970514950)	LINESTRING(144.6037015852 -37.6969402429,144.6036584115 -37.6971627469)
248	Ferris Rd  Melton Hwy	1	1	1	42.684	POINT(144.6037717126 -37.6965982211)	LINESTRING(144.6038108866 -37.6964087000,144.6037325387 -37.6967877417)
255	Hopkins Rd	1	1	1	27.803	POINT(144.7010983807 -37.7473772732)	LINESTRING(144.7010173824 -37.7472703088,144.7011090706 -37.7473877315,144.7011785627 -37.7474853316)
256	Hopkins Rd	1	1	1	34.790	POINT(144.7009189341 -37.7470697753)	LINESTRING(144.7008547950 -37.7469218117,144.7009830732 -37.7472177386)
257		3	1	1	59.275	POINT(144.7020325577 -37.7478225793)	LINESTRING(144.7023420094 -37.7477184787,144.7022801365 -37.7477266345,144.7022180233 -37.7477340472,144.7021563907 -37.7477429463,144.7020959599 -37.7477555613,144.7020475293 -37.7477692277,144.7020001574 -37.7477852492,144.7019541583 -37.7478035847,144.7019098461 -37.7478241930,144.7018657572 -37.7478491382,144.7018242339 -37.7478768706,144.7017837367 -37.7479057179,144.7017427265 -37.7479340078)
260	Hopkins Rd	1	1	1	50.716	POINT(144.7006321200 -37.7438619317)	LINESTRING(144.7005952828 -37.7440880911,144.7006689572 -37.7436357716)
262		3	1	1	345.520	POINT(144.6979109221 -37.7427784487)	LINESTRING(144.6959803406 -37.7429976482,144.6960893999 -37.7430012848,144.6961984694 -37.7430057381,144.6963075184 -37.7430085579,144.6964165161 -37.7430072938,144.6965325733 -37.7430009649,144.6966483055 -37.7429910334,144.6967635566 -37.7429778955,144.6968781705 -37.7429619472,144.6972558710 -37.7428968321,144.6976302787 -37.7428200417,144.6980030441 -37.7427376093,144.6983758177 -37.7426555680,144.6983881447 -37.7426528841,144.6984004489 -37.7426501348,144.6984127426 -37.7426473560,144.6984250385 -37.7426445833,144.6984373376 -37.7426418158,144.6984496330 -37.7426390382,144.6984619294 -37.7426362634,144.6984742316 -37.7426335047,144.6984865353 -37.7426307580,144.6984988416 -37.7426280186,144.6985111550 -37.7426252995,144.6985234801 -37.7426226138,144.6985358098 -37.7426199583,144.6985481482 -37.7426173274,144.6985604992 -37.7426147344,144.6985728670 -37.7426121924,144.6985852451 -37.7426096981,144.6985976369 -37.7426072462,144.6986100459 -37.7426048497,144.6986224755 -37.7426025222,144.6986349261 -37.7426002642,144.6986473952 -37.7425980698,144.6986598827 -37.7425959422,144.6986723887 -37.7425938849,144.6986800609 -37.7425926714,144.6986877442 -37.7425915025,144.6986954368 -37.7425903717,144.6987031366 -37.7425892725,144.6987108439 -37.7425882061,144.6987185591 -37.7425871751,144.6987262808 -37.7425861747,144.6987340076 -37.7425852004,144.6987417423 -37.7425842535,144.6987494826 -37.7425833357,144.6987572276 -37.7425824424,144.6987649761 -37.7425815690,144.6987727310 -37.7425807166,144.6987804899 -37.7425798871,144.6987882519 -37.7425790760,144.6987960161 -37.7425782783,144.6988037844 -37.7425774956,144.6988115553 -37.7425767295,144.6988193281 -37.7425759755,144.6988271020 -37.7425752286,144.6988348768 -37.7425744906,144.6988426532 -37.7425737631,144.6988504305 -37.7425730411,144.6988582079 -37.7425723202,144.6988659825 -37.7425716008,144.6988737577 -37.7425708848,144.6988815330 -37.7425701697,144.6988893080 -37.7425694531,144.6988980172 -37.7425686464,144.6989067261 -37.7425678376,144.6989154352 -37.7425670306,144.6989241452 -37.7425662292,144.6989328584 -37.7425654315,144.6989415721 -37.7425646367,144.6989502868 -37.7425638491,144.6989590032 -37.7425630733,144.6989677214 -37.7425623077,144.6989764409 -37.7425615509,144.6989851622 -37.7425608073,144.6989938859 -37.7425600814,144.6990026103 -37.7425593719,144.6990113367 -37.7425586771,144.6990200654 -37.7425580015,144.6990287970 -37.7425573496,144.6990375289 -37.7425567200,144.6990462632 -37.7425561112,144.6990550002 -37.7425555277,144.6990637403 -37.7425549738,144.6990724811 -37.7425544483,144.6990812244 -37.7425539495,144.6990899705 -37.7425534819,144.6990987195 -37.7425530501,144.6991074706 -37.7425526513,144.6991162241 -37.7425522845,144.6991249800 -37.7425519566,144.6991337383 -37.7425516745,144.6991723379 -37.7425506426,144.6992109457 -37.7425498051,144.6992495594 -37.7425491546,144.6992881766 -37.7425486839,144.6993267957 -37.7425484103,144.6993654170 -37.7425483314,144.6994040386 -37.7425484098,144.6994426591 -37.7425486082,144.6994812909 -37.7425489392,144.6995199206 -37.7425494152,144.6995585483 -37.7425499987,144.6995971739 -37.7425506526,144.6996358110 -37.7425513894,144.6996744451 -37.7425522214,144.6997130774 -37.7425531113,144.6997517088 -37.7425540219,144.6997903457 -37.7425549658,144.6998289809 -37.7425559551,144.6998418815 -37.7425562882)
263	Leakes Rd	1	1	1	34.375	POINT(144.6526881783 -37.7283032981)	LINESTRING(144.6527721553 -37.7284428878,144.6526042013 -37.7281637081)
264	Leakes Rd	1	1	1	48.724	POINT(144.6524506923 -37.7277807714)	LINESTRING(144.6523090630 -37.7275924496,144.6525923215 -37.7279690928)
265		3	1	1	340.575	POINT(144.6502894029 -37.7243695995)	LINESTRING(144.6509496450 -37.7257608936,144.6509241097 -37.7257492374,144.6508981422 -37.7257380604,144.6508720665 -37.7257270032,144.6508462071 -37.7257157064,144.6508208880 -37.7257038106,144.6507964336 -37.7256909565,144.6507731681 -37.7256767847,144.6507498948 -37.7256607080,144.6507274263 -37.7256438227,144.6507058749 -37.7256261568,144.6506853531 -37.7256077385,144.6506659732 -37.7255885958,144.6506478475 -37.7255687568,144.6506310883 -37.7255482495,144.6506181604 -37.7255302079,144.6506065628 -37.7255115800,144.6505961595 -37.7254924668,144.6505868145 -37.7254729692,144.6505783917 -37.7254531884,144.6505707551 -37.7254332255,144.6505637688 -37.7254131815,144.6505265331 -37.7252837253,144.6504988143 -37.7251527717,144.6504775990 -37.7250207817,144.6504598741 -37.7248882161,144.6504426263 -37.7247555359,144.6504228424 -37.7246232021,144.6503975091 -37.7244916754,144.6503837169 -37.7244301479,144.6503695312 -37.7243686528,144.6503547106 -37.7243072475,144.6503390135 -37.7242459893,144.6503221985 -37.7241849355,144.6503040240 -37.7241241435,144.6502842485 -37.7240636707,144.6502631511 -37.7240044956,144.6502406178 -37.7239456414,144.6502167962 -37.7238870898,144.6501918341 -37.7238288224,144.6501658791 -37.7237708208,144.6501390790 -37.7237130667,144.6501115815 -37.7236555418,144.6500924553 -37.7236163866,144.6500729209 -37.7235773348,144.6500528341 -37.7235384540,144.6500320508 -37.7234998119,144.6500104266 -37.7234614761,144.6499878173 -37.7234235142,144.6499640788 -37.7233859938,144.6499221028 -37.7233244996,144.6498777586 -37.7232640559,144.6498316920 -37.7232043763,144.6497845490 -37.7231451741,144.6497369754 -37.7230861629,144.6496896171 -37.7230270562,144.6496431199 -37.7229675674)
267	Ian Cowie Way EA	1	1	1	83.694	POINT(144.6528107399 -37.7273873133)	LINESTRING(144.6532783844 -37.7274089844,144.6532165538 -37.7273997631,144.6531547476 -37.7273904318,144.6530928925 -37.7273813206,144.6530309151 -37.7273727598,144.6529921921 -37.7273674653,144.6529534407 -37.7273622268,144.6529145816 -37.7273577034,144.6528755353 -37.7273545543,144.6528234193 -37.7273523636,144.6527712000 -37.7273517262,144.6527189835 -37.7273526084,144.6526668761 -37.7273549767,144.6526246079 -37.7273578045,144.6525824205 -37.7273616459,144.6525405848 -37.7273670858,144.6524993716 -37.7273747093,144.6524604703 -37.7273849899,144.6524225795 -37.7273976032,144.6523850929 -37.7274111497,144.6523474042 -37.7274242296)
268	Ian Cowie Way	1	1	1	86.656	POINT(144.6528074048 -37.7273124573)	LINESTRING(144.6523231618 -37.7273425358,144.6523625221 -37.7273326206,144.6524017832 -37.7273224057,144.6524412428 -37.7273127904,144.6524811988 -37.7273046741,144.6525253957 -37.7272975756,144.6525699291 -37.7272917757,144.6526147095 -37.7272873729,144.6526596474 -37.7272844656,144.6527099450 -37.7272831241,144.6527603074 -37.7272835659,144.6528106551 -37.7272853655,144.6528609085 -37.7272880975,144.6529125706 -37.7272921003,144.6529640644 -37.7272974054,144.6530154583 -37.7273034167,144.6530668205 -37.7273095382,144.6531237997 -37.7273164753,144.6531806951 -37.7273238402,144.6532375571 -37.7273313762,144.6532944357 -37.7273388267)
270	Leakes Rd	1	1	1	41.364	POINT(144.6547502994 -37.7194000793)	LINESTRING(144.6548131822 -37.7192190291,144.6547247119 -37.7195036211,144.6546853470 -37.7195762394)
271	Leakes Rd	1	1	1	265.766	POINT(144.6539629897 -37.7202313316)	LINESTRING(144.6533200607 -37.7212845933,144.6535351558 -37.7210521049,144.6537725895 -37.7208022531,144.6540016052 -37.7205482014,144.6542095758 -37.7202836508,144.6542971405 -37.7201480339,144.6543743223 -37.7200083011,144.6544461444 -37.7198665185,144.6545437386 -37.7195825833,144.6546022017 -37.7191705140)
273		3	1	1	291.399	POINT(144.6538976859 -37.7232570985)	LINESTRING(144.6534959811 -37.7220046853,144.6534961408 -37.7220710747,144.6534960699 -37.7221374663,144.6534959415 -37.7222038584,144.6534959282 -37.7222702493,144.6534962031 -37.7223366374,144.6534969391 -37.7224030209,144.6534983088 -37.7224693981,144.6534994711 -37.7225163324,144.6535006339 -37.7225632778,144.6535020105 -37.7226102211,144.6535038146 -37.7226571488,144.6535062595 -37.7227040477,144.6535095587 -37.7227509045,144.6535139257 -37.7227977058,144.6535191683 -37.7228433972,144.6535251757 -37.7228890398,144.6535319462 -37.7229346214,144.6535394780 -37.7229801303,144.6535477694 -37.7230255544,144.6535568184 -37.7230708818,144.6535666235 -37.7231161006,144.6535749098 -37.7231514577,144.6535837996 -37.7231867305,144.6535932824 -37.7232219115,144.6536033477 -37.7232569930,144.6536139850 -37.7232919677,144.6536251839 -37.7233268281,144.6536369337 -37.7233615665,144.6536534024 -37.7234079416,144.6536706071 -37.7234541604,144.6536885565 -37.7235002078,144.6537072594 -37.7235460684,144.6537267243 -37.7235917272,144.6537469600 -37.7236371687,144.6537679753 -37.7236823779,144.6537861537 -37.7237195610,144.6538051490 -37.7237564892,144.6538248171 -37.7237932045,144.6538450136 -37.7238297490,144.6538655943 -37.7238661645,144.6538864150 -37.7239024932,144.6539073313 -37.7239387768,144.6539282229 -37.7239751626,144.6539491215 -37.7240115636,144.6539702361 -37.7240478890,144.6539917758 -37.7240840475,144.6540139498 -37.7241199482,144.6540369671 -37.7241554999,144.6540610368 -37.7241906117,144.6540935529 -37.7242348874,144.6541275759 -37.7242784479,144.6541626948 -37.7243214882,144.6541984986 -37.7243642035,144.6542345765 -37.7244067887,144.6542705173 -37.7244494389,144.6543059102 -37.7244923491)
274	Christies Rd	1	1	1	17.303	POINT(144.7394501380 -37.7593921278)	LINESTRING(144.7394454322 -37.7594698212,144.7394548439 -37.7593144343)
277	Christies Rd	1	1	1	31.961	POINT(144.7394317145 -37.7596565809)	LINESTRING(144.7394222959 -37.7598000608,144.7394411330 -37.7595131007)
279	Christies Rd	1	1	1	136.075	POINT(144.7392372590 -37.7625573207)	LINESTRING(144.7392892120 -37.7619473524,144.7392771381 -37.7620757988,144.7392651377 -37.7622042493,144.7392531556 -37.7623327008,144.7392411368 -37.7624611498,144.7392290262 -37.7625895931,144.7392167689 -37.7627180273,144.7392043096 -37.7628464491,144.7392013292 -37.7628731125,144.7391978498 -37.7628997594,144.7391942257 -37.7629264008,144.7391908110 -37.7629530480,144.7391879600 -37.7629797121,144.7391860267 -37.7630064045,144.7391853656 -37.7630331362,144.7391859646 -37.7630523035,144.7391874647 -37.7630714394,144.7391896201 -37.7630905524,144.7391921850 -37.7631096511,144.7391949137 -37.7631287440,144.7391975606 -37.7631478399,144.7391998798 -37.7631669471)
280	Christies Rd	1	1	1	138.999	POINT(144.7391384388 -37.7625556955)	LINESTRING(144.7390265180 -37.7631669756,144.7390386296 -37.7631456994,144.7390510839 -37.7631245298,144.7390636239 -37.7631033870,144.7390759926 -37.7630821908,144.7390879328 -37.7630608611,144.7390991874 -37.7630393179,144.7391094993 -37.7630174812,144.7391165245 -37.7630009279,144.7391230257 -37.7629842356,144.7391290500 -37.7629674244,144.7391346443 -37.7629505142,144.7391398556 -37.7629335249,144.7391447309 -37.7629164767,144.7391493171 -37.7628993896,144.7391535771 -37.7628821145,144.7391574063 -37.7628647743,144.7391608587 -37.7628473803,144.7391639883 -37.7628299439,144.7391668492 -37.7628124763,144.7391694954 -37.7627949888,144.7391719809 -37.7627774929,144.7391870338 -37.7626580058,144.7391995812 -37.7625383385,144.7392103065 -37.7624185401,144.7392198929 -37.7622986597,144.7392290238 -37.7621787464,144.7392383824 -37.7620588493,144.7392486522 -37.7619390174)
281	Christies Rd	1	1	1	221.857	POINT(144.7393313460 -37.7608138827)	LINESTRING(144.7392616532 -37.7618096324,144.7394010389 -37.7598181196)
282	Christies Rd	1	1	1	280.267	POINT(144.7394108995 -37.7605671409)	LINESTRING(144.7395216498 -37.7593102919,144.7394862665 -37.7597983681,144.7394089053 -37.7605593920,144.7393001359 -37.7618238012)
283	Christies Rd	1	1	1	39.163	POINT(144.7397049612 -37.7568852585)	LINESTRING(144.7397276762 -37.7567101260,144.7396822462 -37.7570603906)
287	Christies Rd	1	1	1	7.642	POINT(144.7394927131 -37.7577399568)	LINESTRING(144.7394967896 -37.7577741589,144.7394886366 -37.7577057546)
288	Christies Rd	1	1	1	48.827	POINT(144.7395002248 -37.7574348945)	LINESTRING(144.7394766138 -37.7576535931,144.7395238358 -37.7572161953)
290	Caroline Springs Blvd	1	1	1	32.223	POINT(144.7399130912 -37.7528344548)	LINESTRING(144.7399193875 -37.7529791911,144.7399223806 -37.7529638493,144.7399257817 -37.7529485313,144.7399292847 -37.7529332193,144.7399325838 -37.7529178954,144.7399353729 -37.7529025418,144.7399373462 -37.7528871406,144.7399381978 -37.7528716741,144.7399380216 -37.7528586205,144.7399371982 -37.7528455660,144.7399357621 -37.7528325306,144.7399337473 -37.7528195344,144.7399311884 -37.7528065975,144.7399281194 -37.7527937400,144.7399245747 -37.7527809817,144.7399211871 -37.7527709277,144.7399171624 -37.7527610221,144.7399126742 -37.7527512247,144.7399078964 -37.7527414947,144.7399030028 -37.7527317917,144.7398981671 -37.7527220753,144.7398847846 -37.7526972664)
291	Caroline Springs Blvd	1	1	1	181.814	POINT(144.7399878290 -37.7515092770)	LINESTRING(144.7399130263 -37.7523211828,144.7399255330 -37.7522636978,144.7399436921 -37.7521972866,144.7399606703 -37.7521307175,144.7399746965 -37.7520637533,144.7399991673 -37.7519032166,144.7400171824 -37.7517420860,144.7400311017 -37.7515806320,144.7400432850 -37.7514191248,144.7400511323 -37.7513173350,144.7400580655 -37.7512154722,144.7400620508 -37.7511135780,144.7400610546 -37.7510116939,144.7400548802 -37.7509324577,144.7400445224 -37.7508534391,144.7400324911 -37.7507745075,144.7400212966 -37.7506955323)
292	Caroline Springs Blvd NA	1	1	1	196.211	POINT(144.7401502056 -37.7515629624)	LINESTRING(144.7401735906 -37.7506844203,144.7401751525 -37.7506966220,144.7401767050 -37.7507088246,144.7401782552 -37.7507210273,144.7401798100 -37.7507332296,144.7401813765 -37.7507454310,144.7401829616 -37.7507576309,144.7401845722 -37.7507698286,144.7401862276 -37.7507820267,144.7401879272 -37.7507942211,144.7401896500 -37.7508064135,144.7401913752 -37.7508186056,144.7401930817 -37.7508307993,144.7401947487 -37.7508429964,144.7401963552 -37.7508551984,144.7401979283 -37.7508673963,144.7401994968 -37.7508795949,144.7402010398 -37.7508917957,144.7402025361 -37.7509039998,144.7402039649 -37.7509162086,144.7402053049 -37.7509284232,144.7402065353 -37.7509406451,144.7402076724 -37.7509528666,144.7402087413 -37.7509650927,144.7402097318 -37.7509773231,144.7402106338 -37.7509895577,144.7402114373 -37.7510017962,144.7402121322 -37.7510140383,144.7402127084 -37.7510262839,144.7402132043 -37.7510398379,144.7402135648 -37.7510533950,144.7402138041 -37.7510669543,144.7402139362 -37.7510805150,144.7402139752 -37.7510940763,144.7402139351 -37.7511076373,144.7402138300 -37.7511211973,144.7402136406 -37.7511347619,144.7402133480 -37.7511483254,144.7402129669 -37.7511618879,144.7402125116 -37.7511754492,144.7402119968 -37.7511890094,144.7402114368 -37.7512025684,144.7402108463 -37.7512161262,144.7402102056 -37.7512296890,144.7402094957 -37.7512432498,144.7402087310 -37.7512568088,144.7402079260 -37.7512703665,144.7402070952 -37.7512839233,144.7402062530 -37.7512974796,144.7402054139 -37.7513110359,144.7402045688 -37.7513245886,144.7402037015 -37.7513381404,144.7402028166 -37.7513516915,144.7402019184 -37.7513652421,144.7402010115 -37.7513787923,144.7402001003 -37.7513923423,144.7401991893 -37.7514058923,144.7401977355 -37.7514276716,144.7401962894 -37.7514494512,144.7401948382 -37.7514712307,144.7401933693 -37.7514930093,144.7401918699 -37.7515147866,144.7401903273 -37.7515365620,144.7401887289 -37.7515583348,144.7401870854 -37.7515801076,144.7401854118 -37.7516018790,144.7401837014 -37.7516236487,144.7401819477 -37.7516454162,144.7401801441 -37.7516671811,144.7401782839 -37.7516889429,144.7401763606 -37.7517107012,144.7401744618 -37.7517324605,144.7401726226 -37.7517542257,144.7401707575 -37.7517759899,144.7401687811 -37.7517977463,144.7401666082 -37.7518194884,144.7401641532 -37.7518412093,144.7401613308 -37.7518629022,144.7401580254 -37.7518855961,144.7401544620 -37.7519082682,144.7401506358 -37.7519309150,144.7401465415 -37.7519535327,144.7401421743 -37.7519761177,144.7401375288 -37.7519986663,144.7401326002 -37.7520211748,144.7401287200 -37.7520370582,144.7401243911 -37.7520528727,144.7401198041 -37.7520686473,144.7401151495 -37.7520844112,144.7401106178 -37.7521001934,144.7401063997 -37.7521160231,144.7401026855 -37.7521319292,144.7400995712 -37.7521464937,144.7400965146 -37.7521610823,144.7400936447 -37.7521756967,144.7400910905 -37.7521903390,144.7400889809 -37.7522050109,144.7400874451 -37.7522197142,144.7400866118 -37.7522344509,144.7400864390 -37.7522461524,144.7400866398 -37.7522578714,144.7400872499 -37.7522695882,144.7400883052 -37.7522812830,144.7400898415 -37.7522929361,144.7400918946 -37.7523045277,144.7400945003 -37.7523160381,144.7400984485 -37.7523294294,144.7401033090 -37.7523426307,144.7401088330 -37.7523556940,144.7401147717 -37.7523686710,144.7401208763 -37.7523816135,144.7401268979 -37.7523945732,144.7401453897 -37.7524336300)
293	Chisholm Dr	1	1	1	82.774	POINT(144.7407875855 -37.7525664975)	LINESTRING(144.7403238899 -37.7525220463,144.7403471855 -37.7525274828,144.7403703960 -37.7525332096,144.7403935851 -37.7525390089,144.7404168169 -37.7525446632,144.7404401550 -37.7525499544,144.7404636634 -37.7525546648,144.7404874060 -37.7525585767,144.7405961095 -37.7525720043,144.7407054350 -37.7525817458,144.7408152128 -37.7525888065,144.7409252733 -37.7525941917,144.7410354469 -37.7525989068,144.7411455640 -37.7526039569,144.7412554549 -37.7526103474)
294	Chisholm Dr EA	1	1	1	90.277	POINT(144.7407440041 -37.7526323820)	LINESTRING(144.7412548253 -37.7526576576,144.7411380687 -37.7526492445,144.7410213278 -37.7526387702,144.7409045908 -37.7526277806,144.7407878460 -37.7526178216,144.7406710816 -37.7526104390,144.7405542859 -37.7526071785,144.7404374471 -37.7526095861,144.7404129111 -37.7526115011,144.7403885718 -37.7526146015,144.7403643755 -37.7526185642,144.7403402687 -37.7526230657,144.7403161977 -37.7526277828,144.7402921088 -37.7526323921,144.7402395646 -37.7526511460)
295	High St	1	1	1	10.914	POINT(144.6040946730 -37.6903757421)	LINESTRING(144.6040451253 -37.6903461759,144.6041442207 -37.6904053082)
301	High St	1	1	1	31.037	POINT(144.6054298787 -37.6909927835)	LINESTRING(144.6053687393 -37.6908617850,144.6054910182 -37.6911237817)
302	High St	1	1	1	18.090	POINT(144.6054585526 -37.6912074559)	LINESTRING(144.6055069608 -37.6912794509,144.6054855903 -37.6912498306,144.6054657936 -37.6912191567,144.6054463905 -37.6911882194,144.6054262004 -37.6911578088,144.6054096688 -37.6911361023)
303	High Street Drive EA	1	1	1	204.038	POINT(144.6064258004 -37.6920597689)	LINESTRING(144.6072366766 -37.6927116987,144.6070333349 -37.6925617033,144.6068266544 -37.6924142057,144.6066191393 -37.6922673324,144.6064132935 -37.6921192097,144.6062116212 -37.6919679641,144.6060166263 -37.6918117220,144.6058308130 -37.6916486097,144.6057972377 -37.6916157455,144.6057655893 -37.6915817075,144.6057353422 -37.6915468159,144.6057059710 -37.6915113907,144.6056769501 -37.6914757521,144.6056477541 -37.6914402201,144.6056178574 -37.6914051150)
304	High St	1	1	1	210.843	POINT(144.6064508162 -37.6919849125)	LINESTRING(144.6056091076 -37.6913116807,144.6056265633 -37.6913316222,144.6056436621 -37.6913517837,144.6056606717 -37.6913720003,144.6056778597 -37.6913921068,144.6056954938 -37.6914119382,144.6057138418 -37.6914313292,144.6057331713 -37.6914501148,144.6059411883 -37.6916335503,144.6061584468 -37.6918101371,144.6063824263 -37.6919817430,144.6066106065 -37.6921502356,144.6068404669 -37.6923174827,144.6070694872 -37.6924853520,144.6072951470 -37.6926557112)
305	Melton Hwy	1	1	1	18.350	POINT(144.6048767309 -37.6901478475)	LINESTRING(144.6048455577 -37.6902266415,144.6049079041 -37.6900690535)
307	Melton Hwy	1	1	1	249.904	POINT(144.6055248113 -37.6888967993)	LINESTRING(144.6058320350 -37.6877989466,144.6052175876 -37.6899946356)
308	Ferris Rd  Melton Hwy	1	1	1	73.657	POINT(144.6042945782 -37.6937822838)	LINESTRING(144.6043477734 -37.6934535703,144.6042413830 -37.6941109959)
309	Ferris Rd  Melton Hwy	1	1	1	10.515	POINT(144.6041334865 -37.6941728444)	LINESTRING(144.6041260823 -37.6942197891,144.6041408908 -37.6941258997)
310		1	1	1	307.206	POINT(144.6020371022 -37.6979496687)	LINESTRING(144.6030908944 -37.6989708616,144.6030495340 -37.6989653713,144.6030081172 -37.6989601098,144.6029666862 -37.6989549054,144.6029252834 -37.6989495867,144.6028839513 -37.6989439820,144.6028427322 -37.6989379198,144.6028016685 -37.6989312284,144.6027811265 -37.6989276840,144.6027605848 -37.6989240660,144.6027400886 -37.6989202805,144.6027196828 -37.6989162338,144.6026994123 -37.6989118321,144.6026793222 -37.6989069817,144.6026594573 -37.6989015887,144.6026379610 -37.6988951709,144.6026166344 -37.6988883465,144.6025955250 -37.6988810896,144.6025746800 -37.6988733744,144.6025541471 -37.6988651750,144.6025339736 -37.6988564657,144.6025142068 -37.6988472205,144.6024931708 -37.6988367284,144.6024724143 -37.6988258041,144.6024520611 -37.6988143919,144.6024322346 -37.6988024360,144.6024130588 -37.6987898803,144.6023946571 -37.6987766691,144.6023771533 -37.6987627466,144.6023576938 -37.6987450380,144.6023397937 -37.6987263312,144.6023230447 -37.6987068893,144.6023070385 -37.6986869754,144.6022913669 -37.6986668524,144.6022756216 -37.6986467836,144.6022593944 -37.6986270320,144.6022368626 -37.6986006350,144.6022143010 -37.6985742502,144.6021917957 -37.6985478348,144.6021694328 -37.6985213459,144.6021472984 -37.6984947409,144.6021254785 -37.6984679770,144.6021040592 -37.6984410113,144.6020278581 -37.6983430317,144.6019524424 -37.6982446473,144.6018780116 -37.6981457880,144.6018047650 -37.6980463836,144.6017329020 -37.6979463639,144.6016626220 -37.6978456590,144.6015941243 -37.6977441987,144.6015704791 -37.6977076835,144.6015476158 -37.6976708577,144.6015253627 -37.6976337907,144.6015035481 -37.6975965520,144.6014820002 -37.6975592108,144.6014605474 -37.6975218367,144.6014390180 -37.6974844989,144.6014177778 -37.6974468862,144.6013972119 -37.6974090230,144.6013769297 -37.6973710560,144.6013565410 -37.6973331317,144.6013356554 -37.6972953969,144.6013138823 -37.6972579982,144.6012908316 -37.6972210822,144.6012781967 -37.6972017079,144.6012653760 -37.6971823753,144.6012522172 -37.6971631803,144.6012385680 -37.6971442186,144.6012242761 -37.6971255861,144.6012091891 -37.6971073788,144.6011931547 -37.6970896925,144.6011673743 -37.6970642483,144.6011399846 -37.6970398821,144.6011114244 -37.6970163001,144.6010821326 -37.6969932080,144.6010525483 -37.6969703120,144.6010231103 -37.6969473180,144.6009942574 -37.6969239319)
311	Sokyola way WA	1	1	1	225.544	POINT(144.6016731245 -37.6977684640)	LINESTRING(144.6010228690 -37.6969020397,144.6010543454 -37.6969263389,144.6010863806 -37.6969502405,144.6011185555 -37.6969740426,144.6011504511 -37.6969980435,144.6011816481 -37.6970225416,144.6012117275 -37.6970478350,144.6012402703 -37.6970742222,144.6012570083 -37.6970912361,144.6012729954 -37.6971087105,144.6012882996 -37.6971265843,144.6013029892 -37.6971447964,144.6013171321 -37.6971632857,144.6013307967 -37.6971819911,144.6013440509 -37.6972008517,144.6013686731 -37.6972381601,144.6013917442 -37.6972760830,144.6014136627 -37.6973144614,144.6014348272 -37.6973531366,144.6014556361 -37.6973919496,144.6014764879 -37.6974307416,144.6014977813 -37.6974693536,144.6015215311 -37.6975125697,144.6015446199 -37.6975560289,144.6015674677 -37.6975995752,144.6015904948 -37.6976430528,144.6016141214 -37.6976863057,144.6016387676 -37.6977291782,144.6016648538 -37.6977715142,144.6017200208 -37.6978548500,144.6017775611 -37.6979371764,144.6018369745 -37.6980186995,144.6018977609 -37.6980996256,144.6019594199 -37.6981801608,144.6020214515 -37.6982605111,144.6020833554 -37.6983408827,144.6021164993 -37.6983836442,144.6021500899 -37.6984261868,144.6021840054 -37.6984685701,144.6022181239 -37.6985108540,144.6022523237 -37.6985530980,144.6022864829 -37.6985953619,144.6023204796 -37.6986377054)
313	Western Hwy	3	1	1	53.749	POINT(144.6471650292 -37.7206336879)	LINESTRING(144.6469191535 -37.7204901149,144.6474109050 -37.7207772605)
320	Western Fwy	2	2	1	338.789	POINT(144.6190278866 -37.7011169401)	LINESTRING(144.6204422767 -37.7021516208,144.6192555789 -37.7012857994,144.6180740932 -37.7004153653,144.6176132837 -37.7000823995)
323	Western Hwy	2	2	1	60.201	POINT(144.6566265784 -37.7267025749)	LINESTRING(144.6569011508 -37.7268642367,144.6563520060 -37.7265409128)
324	Western Hwy	3	1	1	378.126	POINT(144.6588750705 -37.7280078359)	LINESTRING(144.6605981417 -37.7290248638,144.6571519992 -37.7269907940)
326	Ballarat Rd  EA	1	1	1	42.736	POINT(144.7500067101 -37.7602430421)	LINESTRING(144.7502146928 -37.7603423847,144.7497987274 -37.7601436994)
327	Ballarat Rd  Western Hwy	1	1	1	38.692	POINT(144.7494028452 -37.7599538733)	LINESTRING(144.7495929477 -37.7600414160,144.7492127427 -37.7598663304)
